stem,options,answer,analysis,knowledgePointIds,difficulty,type,source,year,expectedTimeSec
互斥信号量初值通常设为?（变式 3，操作系统-进程管理）,A.1|B.0|C.-1|D.进程数+1,A,互斥资源同一时刻只能被一个进程访问，因此二元信号量初值常为 1。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,os-sync,中等,选择题,自编变式题,2026,100
死锁产生的必要条件不包括?（变式 3，操作系统-进程管理）,A.互斥|B.不可剥夺|C.循环等待|D.响应比最高,D,死锁必要条件包括互斥、占有并等待、不可剥夺和循环等待。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,os-sync,中等,选择题,自编变式题,2026,110
银行家算法用于?（变式 3，操作系统-进程管理）,A.文件压缩|B.页面置换|C.死锁避免|D.死锁检测后的恢复,C,银行家算法在资源分配前判断系统是否仍处于安全状态。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,os-sync,中等,选择题,自编变式题,2026,120
临界区是指?（变式 4，操作系统-进程管理）,A.磁盘空闲区|B.访问共享资源的代码段|C.内核全部代码|D.用户输入区,B,临界区中会访问共享资源，需要互斥保护以避免竞争。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,os-sync,中等,选择题,自编变式题,2026,80
信号量 wait 操作的核心语义是?（变式 4，操作系统-进程管理）,A.申请资源并可能阻塞|B.释放资源|C.终止进程|D.创建文件,A,wait/P 操作减少信号量，资源不足时进程可能进入阻塞。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,os-sync,困难,选择题,自编变式题,2026,90
互斥信号量初值通常设为?（变式 4，操作系统-进程管理）,A.0|B.-1|C.进程数+1|D.1,D,互斥资源同一时刻只能被一个进程访问，因此二元信号量初值常为 1。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,os-sync,困难,选择题,自编变式题,2026,100
死锁产生的必要条件不包括?（变式 4，操作系统-进程管理）,A.不可剥夺|B.循环等待|C.响应比最高|D.互斥,C,死锁必要条件包括互斥、占有并等待、不可剥夺和循环等待。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,os-sync,困难,选择题,自编变式题,2026,110
银行家算法用于?（变式 4，操作系统-进程管理）,A.页面置换|B.死锁避免|C.死锁检测后的恢复|D.文件压缩,B,银行家算法在资源分配前判断系统是否仍处于安全状态。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,os-sync,困难,选择题,自编变式题,2026,120
分页存储管理中，逻辑地址通常分为?,A.页号和页内偏移|B.磁道号和扇区号|C.端口号和序号|D.文件名和扩展名,A,分页系统用页号查页表，用页内偏移定位页内具体地址。,os-memory,基础,选择题,自编基础题,2026,80
快表 TLB 的作用是?,A.扩大磁盘容量|B.保存文件目录|C.替代 CPU|D.加速地址转换,D,TLB 缓存近期页表项，减少访问页表的时间开销。,os-memory,基础,选择题,自编基础题,2026,90
缺页中断发生时说明?,A.网络断开|B.文件名错误|C.访问页不在内存|D.CPU 无法取指,C,访问的虚拟页不在内存时，系统触发缺页中断调入页面。,os-memory,基础,选择题,自编基础题,2026,100
LRU 页面置换依据的是?,A.随机选择|B.最近最少使用|C.先进先出|D.页面号最大,B,LRU 选择最长时间未被访问的页面淘汰，利用时间局部性。,os-memory,基础,选择题,自编基础题,2026,110
段式管理相比分页更强调?,A.程序逻辑结构|B.固定大小页面|C.磁盘柱面|D.网络层次,A,段是按程序逻辑模块划分的可变长单位，如代码段、数据段。,os-memory,基础,选择题,自编基础题,2026,120
分页存储管理中，逻辑地址通常分为?（变式 2，操作系统-内存管理）,A.磁道号和扇区号|B.端口号和序号|C.文件名和扩展名|D.页号和页内偏移,D,分页系统用页号查页表，用页内偏移定位页内具体地址。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,os-memory,基础,选择题,自编变式题,2026,80
快表 TLB 的作用是?（变式 2，操作系统-内存管理）,A.保存文件目录|B.替代 CPU|C.加速地址转换|D.扩大磁盘容量,C,TLB 缓存近期页表项，减少访问页表的时间开销。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,os-memory,基础,选择题,自编变式题,2026,90
缺页中断发生时说明?（变式 2，操作系统-内存管理）,A.文件名错误|B.访问页不在内存|C.CPU 无法取指|D.网络断开,B,访问的虚拟页不在内存时，系统触发缺页中断调入页面。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,os-memory,基础,选择题,自编变式题,2026,100
LRU 页面置换依据的是?（变式 2，操作系统-内存管理）,A.最近最少使用|B.先进先出|C.页面号最大|D.随机选择,A,LRU 选择最长时间未被访问的页面淘汰，利用时间局部性。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,os-memory,中等,选择题,自编变式题,2026,110
段式管理相比分页更强调?（变式 2，操作系统-内存管理）,A.固定大小页面|B.磁盘柱面|C.网络层次|D.程序逻辑结构,D,段是按程序逻辑模块划分的可变长单位，如代码段、数据段。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,os-memory,中等,选择题,自编变式题,2026,120
分页存储管理中，逻辑地址通常分为?（变式 3，操作系统-内存管理）,A.端口号和序号|B.文件名和扩展名|C.页号和页内偏移|D.磁道号和扇区号,C,分页系统用页号查页表，用页内偏移定位页内具体地址。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,os-memory,中等,选择题,自编变式题,2026,80
快表 TLB 的作用是?（变式 3，操作系统-内存管理）,A.替代 CPU|B.加速地址转换|C.扩大磁盘容量|D.保存文件目录,B,TLB 缓存近期页表项，减少访问页表的时间开销。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,os-memory,中等,选择题,自编变式题,2026,90
缺页中断发生时说明?（变式 3，操作系统-内存管理）,A.访问页不在内存|B.CPU 无法取指|C.网络断开|D.文件名错误,A,访问的虚拟页不在内存时，系统触发缺页中断调入页面。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,os-memory,中等,选择题,自编变式题,2026,100
LRU 页面置换依据的是?（变式 3，操作系统-内存管理）,A.先进先出|B.页面号最大|C.随机选择|D.最近最少使用,D,LRU 选择最长时间未被访问的页面淘汰，利用时间局部性。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,os-memory,中等,选择题,自编变式题,2026,110
段式管理相比分页更强调?（变式 3，操作系统-内存管理）,A.磁盘柱面|B.网络层次|C.程序逻辑结构|D.固定大小页面,C,段是按程序逻辑模块划分的可变长单位，如代码段、数据段。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,os-memory,中等,选择题,自编变式题,2026,120
分页存储管理中，逻辑地址通常分为?（变式 4，操作系统-内存管理）,A.文件名和扩展名|B.页号和页内偏移|C.磁道号和扇区号|D.端口号和序号,B,分页系统用页号查页表，用页内偏移定位页内具体地址。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,os-memory,中等,选择题,自编变式题,2026,80
快表 TLB 的作用是?（变式 4，操作系统-内存管理）,A.加速地址转换|B.扩大磁盘容量|C.保存文件目录|D.替代 CPU,A,TLB 缓存近期页表项，减少访问页表的时间开销。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,os-memory,困难,选择题,自编变式题,2026,90
缺页中断发生时说明?（变式 4，操作系统-内存管理）,A.CPU 无法取指|B.网络断开|C.文件名错误|D.访问页不在内存,D,访问的虚拟页不在内存时，系统触发缺页中断调入页面。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,os-memory,困难,选择题,自编变式题,2026,100
LRU 页面置换依据的是?（变式 4，操作系统-内存管理）,A.页面号最大|B.随机选择|C.最近最少使用|D.先进先出,C,LRU 选择最长时间未被访问的页面淘汰，利用时间局部性。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,os-memory,困难,选择题,自编变式题,2026,110
段式管理相比分页更强调?（变式 4，操作系统-内存管理）,A.网络层次|B.程序逻辑结构|C.固定大小页面|D.磁盘柱面,B,段是按程序逻辑模块划分的可变长单位，如代码段、数据段。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,os-memory,困难,选择题,自编变式题,2026,120
文件目录项通常不直接保存?,A.完整文件内容|B.文件名|C.文件属性|D.文件存放位置,A,目录项保存文件元数据和定位信息，不直接保存完整文件内容。,os-file,基础,选择题,自编基础题,2026,80
连续分配文件的优点是?,A.不产生外部碎片|B.文件扩展总是方便|C.无需目录项|D.顺序访问速度快,D,连续分配让文件块物理相邻，顺序访问和随机定位效率较高。,os-file,基础,选择题,自编基础题,2026,90
链接分配的主要缺点是?,A.不支持大文件|B.必须连续空间|C.随机访问效率低|D.顺序访问不可能,C,链接分配需要沿链查找目标块，随机访问效率差。,os-file,基础,选择题,自编基础题,2026,100
索引分配通过什么定位文件块?,A.ARP 表|B.索引块|C.进程 PCB|D.页表寄存器,B,索引分配将文件所有块地址集中存放在索引块中。,os-file,基础,选择题,自编基础题,2026,110
磁盘调度 SCAN 算法又称?,A.电梯算法|B.银行家算法|C.最近最少使用|D.轮转算法,A,SCAN 像电梯一样沿一个方向服务请求，到端点后再反向。,os-file,基础,选择题,自编基础题,2026,120
文件目录项通常不直接保存?（变式 2，操作系统-文件系统）,A.文件名|B.文件属性|C.文件存放位置|D.完整文件内容,D,目录项保存文件元数据和定位信息，不直接保存完整文件内容。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,os-file,基础,选择题,自编变式题,2026,80
连续分配文件的优点是?（变式 2，操作系统-文件系统）,A.文件扩展总是方便|B.无需目录项|C.顺序访问速度快|D.不产生外部碎片,C,连续分配让文件块物理相邻，顺序访问和随机定位效率较高。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,os-file,基础,选择题,自编变式题,2026,90
链接分配的主要缺点是?（变式 2，操作系统-文件系统）,A.必须连续空间|B.随机访问效率低|C.顺序访问不可能|D.不支持大文件,B,链接分配需要沿链查找目标块，随机访问效率差。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,os-file,基础,选择题,自编变式题,2026,100
索引分配通过什么定位文件块?（变式 2，操作系统-文件系统）,A.索引块|B.进程 PCB|C.页表寄存器|D.ARP 表,A,索引分配将文件所有块地址集中存放在索引块中。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,os-file,中等,选择题,自编变式题,2026,110
磁盘调度 SCAN 算法又称?（变式 2，操作系统-文件系统）,A.银行家算法|B.最近最少使用|C.轮转算法|D.电梯算法,D,SCAN 像电梯一样沿一个方向服务请求，到端点后再反向。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,os-file,中等,选择题,自编变式题,2026,120
文件目录项通常不直接保存?（变式 3，操作系统-文件系统）,A.文件属性|B.文件存放位置|C.完整文件内容|D.文件名,C,目录项保存文件元数据和定位信息，不直接保存完整文件内容。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,os-file,中等,选择题,自编变式题,2026,80
连续分配文件的优点是?（变式 3，操作系统-文件系统）,A.无需目录项|B.顺序访问速度快|C.不产生外部碎片|D.文件扩展总是方便,B,连续分配让文件块物理相邻，顺序访问和随机定位效率较高。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,os-file,中等,选择题,自编变式题,2026,90
链接分配的主要缺点是?（变式 3，操作系统-文件系统）,A.随机访问效率低|B.顺序访问不可能|C.不支持大文件|D.必须连续空间,A,链接分配需要沿链查找目标块，随机访问效率差。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,os-file,中等,选择题,自编变式题,2026,100
索引分配通过什么定位文件块?（变式 3，操作系统-文件系统）,A.进程 PCB|B.页表寄存器|C.ARP 表|D.索引块,D,索引分配将文件所有块地址集中存放在索引块中。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,os-file,中等,选择题,自编变式题,2026,110
磁盘调度 SCAN 算法又称?（变式 3，操作系统-文件系统）,A.最近最少使用|B.轮转算法|C.电梯算法|D.银行家算法,C,SCAN 像电梯一样沿一个方向服务请求，到端点后再反向。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,os-file,中等,选择题,自编变式题,2026,120
文件目录项通常不直接保存?（变式 4，操作系统-文件系统）,A.文件存放位置|B.完整文件内容|C.文件名|D.文件属性,B,目录项保存文件元数据和定位信息，不直接保存完整文件内容。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,os-file,中等,选择题,自编变式题,2026,80
连续分配文件的优点是?（变式 4，操作系统-文件系统）,A.顺序访问速度快|B.不产生外部碎片|C.文件扩展总是方便|D.无需目录项,A,连续分配让文件块物理相邻，顺序访问和随机定位效率较高。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,os-file,困难,选择题,自编变式题,2026,90
链接分配的主要缺点是?（变式 4，操作系统-文件系统）,A.顺序访问不可能|B.不支持大文件|C.必须连续空间|D.随机访问效率低,D,链接分配需要沿链查找目标块，随机访问效率差。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,os-file,困难,选择题,自编变式题,2026,100
索引分配通过什么定位文件块?（变式 4，操作系统-文件系统）,A.页表寄存器|B.ARP 表|C.索引块|D.进程 PCB,C,索引分配将文件所有块地址集中存放在索引块中。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,os-file,困难,选择题,自编变式题,2026,110
磁盘调度 SCAN 算法又称?（变式 4，操作系统-文件系统）,A.轮转算法|B.电梯算法|C.银行家算法|D.最近最少使用,B,SCAN 像电梯一样沿一个方向服务请求，到端点后再反向。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,os-file,困难,选择题,自编变式题,2026,120
CRC 主要用于?,A.差错检测|B.拥塞控制|C.路由选择|D.域名解析,A,CRC 通过多项式除法生成校验序列，用于检测传输差错。,net-link,基础,选择题,自编基础题,2026,80
滑动窗口协议可用于?,A.域名解析|B.静态路由配置|C.文件压缩|D.流量控制和可靠传输,D,滑动窗口限制未确认帧数量，可实现流量控制并支持可靠传输。,net-link,基础,选择题,自编基础题,2026,90
以太网交换机根据什么转发帧?,A.域名缓存|B.进程表|C.MAC 地址表|D.端口号表,C,交换机学习源 MAC 与端口映射，并按目的 MAC 转发。,net-link,基础,选择题,自编基础题,2026,100
CSMA/CD 主要用于解决?,A.DNS 缓存|B.共享介质冲突|C.IP 分片|D.TCP 重传,B,传统共享式以太网使用 CSMA/CD 监听并处理碰撞。,net-link,基础,选择题,自编基础题,2026,110
PPP 协议属于?,A.数据链路层协议|B.网络层协议|C.传输层协议|D.应用层协议,A,PPP 用于点到点链路的数据封装和链路控制。,net-link,基础,选择题,自编基础题,2026,120
CRC 主要用于?（变式 2，计算机网络-数据链路层）,A.拥塞控制|B.路由选择|C.域名解析|D.差错检测,D,CRC 通过多项式除法生成校验序列，用于检测传输差错。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-link,基础,选择题,自编变式题,2026,80
滑动窗口协议可用于?（变式 2，计算机网络-数据链路层）,A.静态路由配置|B.文件压缩|C.流量控制和可靠传输|D.域名解析,C,滑动窗口限制未确认帧数量，可实现流量控制并支持可靠传输。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-link,基础,选择题,自编变式题,2026,90
以太网交换机根据什么转发帧?（变式 2，计算机网络-数据链路层）,A.进程表|B.MAC 地址表|C.端口号表|D.域名缓存,B,交换机学习源 MAC 与端口映射，并按目的 MAC 转发。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-link,基础,选择题,自编变式题,2026,100
CSMA/CD 主要用于解决?（变式 2，计算机网络-数据链路层）,A.共享介质冲突|B.IP 分片|C.TCP 重传|D.DNS 缓存,A,传统共享式以太网使用 CSMA/CD 监听并处理碰撞。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-link,中等,选择题,自编变式题,2026,110
PPP 协议属于?（变式 2，计算机网络-数据链路层）,A.网络层协议|B.传输层协议|C.应用层协议|D.数据链路层协议,D,PPP 用于点到点链路的数据封装和链路控制。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-link,中等,选择题,自编变式题,2026,120
CRC 主要用于?（变式 3，计算机网络-数据链路层）,A.路由选择|B.域名解析|C.差错检测|D.拥塞控制,C,CRC 通过多项式除法生成校验序列，用于检测传输差错。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-link,中等,选择题,自编变式题,2026,80
滑动窗口协议可用于?（变式 3，计算机网络-数据链路层）,A.文件压缩|B.流量控制和可靠传输|C.域名解析|D.静态路由配置,B,滑动窗口限制未确认帧数量，可实现流量控制并支持可靠传输。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-link,中等,选择题,自编变式题,2026,90
以太网交换机根据什么转发帧?（变式 3，计算机网络-数据链路层）,A.MAC 地址表|B.端口号表|C.域名缓存|D.进程表,A,交换机学习源 MAC 与端口映射，并按目的 MAC 转发。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-link,中等,选择题,自编变式题,2026,100
CSMA/CD 主要用于解决?（变式 3，计算机网络-数据链路层）,A.IP 分片|B.TCP 重传|C.DNS 缓存|D.共享介质冲突,D,传统共享式以太网使用 CSMA/CD 监听并处理碰撞。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-link,中等,选择题,自编变式题,2026,110
PPP 协议属于?（变式 3，计算机网络-数据链路层）,A.传输层协议|B.应用层协议|C.数据链路层协议|D.网络层协议,C,PPP 用于点到点链路的数据封装和链路控制。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-link,中等,选择题,自编变式题,2026,120
CRC 主要用于?（变式 4，计算机网络-数据链路层）,A.域名解析|B.差错检测|C.拥塞控制|D.路由选择,B,CRC 通过多项式除法生成校验序列，用于检测传输差错。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-link,中等,选择题,自编变式题,2026,80
滑动窗口协议可用于?（变式 4，计算机网络-数据链路层）,A.流量控制和可靠传输|B.域名解析|C.静态路由配置|D.文件压缩,A,滑动窗口限制未确认帧数量，可实现流量控制并支持可靠传输。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-link,困难,选择题,自编变式题,2026,90
以太网交换机根据什么转发帧?（变式 4，计算机网络-数据链路层）,A.端口号表|B.域名缓存|C.进程表|D.MAC 地址表,D,交换机学习源 MAC 与端口映射，并按目的 MAC 转发。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-link,困难,选择题,自编变式题,2026,100
CSMA/CD 主要用于解决?（变式 4，计算机网络-数据链路层）,A.TCP 重传|B.DNS 缓存|C.共享介质冲突|D.IP 分片,C,传统共享式以太网使用 CSMA/CD 监听并处理碰撞。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-link,困难,选择题,自编变式题,2026,110
PPP 协议属于?（变式 4，计算机网络-数据链路层）,A.应用层协议|B.数据链路层协议|C.网络层协议|D.传输层协议,B,PPP 用于点到点链路的数据封装和链路控制。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-link,困难,选择题,自编变式题,2026,120
IP 地址与子网掩码按位与可得到?,A.网络号|B.主机号|C.端口号|D.MAC 地址,A,IP 地址和子网掩码按位与可确定所在网络。,net-ip,基础,选择题,自编基础题,2026,80
路由器工作在 TCP/IP 体系的?,A.应用层|B.传输层|C.物理层|D.网络层,D,路由器根据 IP 地址进行分组转发，属于网络层设备。,net-ip,基础,选择题,自编基础题,2026,90
ARP 协议的作用是?,A.建立 TCP 连接|B.分配端口号|C.由 IP 地址解析 MAC 地址|D.由域名解析 IP,C,ARP 在局域网内根据目标 IP 查询对应 MAC 地址。,net-ip,基础,选择题,自编基础题,2026,100
ICMP 常用于?,A.文件目录管理|B.差错报告和网络诊断|C.可靠字节流传输|D.网页内容传输,B,ICMP 可报告网络层错误，也支撑 ping 等诊断工具。,net-ip,基础,选择题,自编基础题,2026,110
IPv4 分片重组通常发生在?,A.目的主机|B.每一台路由器|C.源交换机|D.DNS 服务器,A,IPv4 分片由目的主机重组，中间路由器不负责最终重组。,net-ip,基础,选择题,自编基础题,2026,120
IP 地址与子网掩码按位与可得到?（变式 2，计算机网络-网络层）,A.主机号|B.端口号|C.MAC 地址|D.网络号,D,IP 地址和子网掩码按位与可确定所在网络。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-ip,基础,选择题,自编变式题,2026,80
路由器工作在 TCP/IP 体系的?（变式 2，计算机网络-网络层）,A.传输层|B.物理层|C.网络层|D.应用层,C,路由器根据 IP 地址进行分组转发，属于网络层设备。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-ip,基础,选择题,自编变式题,2026,90
ARP 协议的作用是?（变式 2，计算机网络-网络层）,A.分配端口号|B.由 IP 地址解析 MAC 地址|C.由域名解析 IP|D.建立 TCP 连接,B,ARP 在局域网内根据目标 IP 查询对应 MAC 地址。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-ip,基础,选择题,自编变式题,2026,100
ICMP 常用于?（变式 2，计算机网络-网络层）,A.差错报告和网络诊断|B.可靠字节流传输|C.网页内容传输|D.文件目录管理,A,ICMP 可报告网络层错误，也支撑 ping 等诊断工具。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-ip,中等,选择题,自编变式题,2026,110
IPv4 分片重组通常发生在?（变式 2，计算机网络-网络层）,A.每一台路由器|B.源交换机|C.DNS 服务器|D.目的主机,D,IPv4 分片由目的主机重组，中间路由器不负责最终重组。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-ip,中等,选择题,自编变式题,2026,120
IP 地址与子网掩码按位与可得到?（变式 3，计算机网络-网络层）,A.端口号|B.MAC 地址|C.网络号|D.主机号,C,IP 地址和子网掩码按位与可确定所在网络。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-ip,中等,选择题,自编变式题,2026,80
路由器工作在 TCP/IP 体系的?（变式 3，计算机网络-网络层）,A.物理层|B.网络层|C.应用层|D.传输层,B,路由器根据 IP 地址进行分组转发，属于网络层设备。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-ip,中等,选择题,自编变式题,2026,90
ARP 协议的作用是?（变式 3，计算机网络-网络层）,A.由 IP 地址解析 MAC 地址|B.由域名解析 IP|C.建立 TCP 连接|D.分配端口号,A,ARP 在局域网内根据目标 IP 查询对应 MAC 地址。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-ip,中等,选择题,自编变式题,2026,100
ICMP 常用于?（变式 3，计算机网络-网络层）,A.可靠字节流传输|B.网页内容传输|C.文件目录管理|D.差错报告和网络诊断,D,ICMP 可报告网络层错误，也支撑 ping 等诊断工具。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-ip,中等,选择题,自编变式题,2026,110
IPv4 分片重组通常发生在?（变式 3，计算机网络-网络层）,A.源交换机|B.DNS 服务器|C.目的主机|D.每一台路由器,C,IPv4 分片由目的主机重组，中间路由器不负责最终重组。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-ip,中等,选择题,自编变式题,2026,120
IP 地址与子网掩码按位与可得到?（变式 4，计算机网络-网络层）,A.MAC 地址|B.网络号|C.主机号|D.端口号,B,IP 地址和子网掩码按位与可确定所在网络。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-ip,中等,选择题,自编变式题,2026,80
路由器工作在 TCP/IP 体系的?（变式 4，计算机网络-网络层）,A.网络层|B.应用层|C.传输层|D.物理层,A,路由器根据 IP 地址进行分组转发，属于网络层设备。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-ip,困难,选择题,自编变式题,2026,90
ARP 协议的作用是?（变式 4，计算机网络-网络层）,A.由域名解析 IP|B.建立 TCP 连接|C.分配端口号|D.由 IP 地址解析 MAC 地址,D,ARP 在局域网内根据目标 IP 查询对应 MAC 地址。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-ip,困难,选择题,自编变式题,2026,100
ICMP 常用于?（变式 4，计算机网络-网络层）,A.网页内容传输|B.文件目录管理|C.差错报告和网络诊断|D.可靠字节流传输,C,ICMP 可报告网络层错误，也支撑 ping 等诊断工具。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-ip,困难,选择题,自编变式题,2026,110
IPv4 分片重组通常发生在?（变式 4，计算机网络-网络层）,A.DNS 服务器|B.目的主机|C.每一台路由器|D.源交换机,B,IPv4 分片由目的主机重组，中间路由器不负责最终重组。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-ip,困难,选择题,自编变式题,2026,120
TCP 建立连接使用?,A.三次握手|B.两次挥手|C.ARP 请求|D.DNS 迭代,A,TCP 通过 SYN、SYN+ACK、ACK 三次报文交换建立可靠连接。,net-tcp,基础,选择题,自编基础题,2026,80
TCP 可靠传输主要依靠?,A.域名缓存|B.广播转发|C.文件索引|D.序号、确认和重传,D,TCP 通过序号、确认、超时重传等机制保证可靠字节流。,net-tcp,基础,选择题,自编基础题,2026,90
UDP 的特点是?,A.必须三次握手|B.提供拥塞窗口|C.无连接、尽最大努力交付|D.可靠有序字节流,C,UDP 不建立连接，不保证可靠到达，开销较小。,net-tcp,基础,选择题,自编基础题,2026,100
TCP 流量控制主要使用?,A.子网掩码|B.接收窗口|C.TTL|D.MAC 地址,B,接收方通过通告接收窗口限制发送方发送速率。,net-tcp,基础,选择题,自编基础题,2026,110
TCP 拥塞控制慢开始阶段窗口增长通常是?,A.指数增长|B.线性减少|C.保持不变|D.随机变化,A,慢开始阶段每轮 RTT 拥塞窗口近似加倍，呈指数增长。,net-tcp,基础,选择题,自编基础题,2026,120
TCP 建立连接使用?（变式 2，计算机网络-传输层）,A.两次挥手|B.ARP 请求|C.DNS 迭代|D.三次握手,D,TCP 通过 SYN、SYN+ACK、ACK 三次报文交换建立可靠连接。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-tcp,基础,选择题,自编变式题,2026,80
TCP 可靠传输主要依靠?（变式 2，计算机网络-传输层）,A.广播转发|B.文件索引|C.序号、确认和重传|D.域名缓存,C,TCP 通过序号、确认、超时重传等机制保证可靠字节流。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-tcp,基础,选择题,自编变式题,2026,90
UDP 的特点是?（变式 2，计算机网络-传输层）,A.提供拥塞窗口|B.无连接、尽最大努力交付|C.可靠有序字节流|D.必须三次握手,B,UDP 不建立连接，不保证可靠到达，开销较小。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-tcp,基础,选择题,自编变式题,2026,100
TCP 流量控制主要使用?（变式 2，计算机网络-传输层）,A.接收窗口|B.TTL|C.MAC 地址|D.子网掩码,A,接收方通过通告接收窗口限制发送方发送速率。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-tcp,中等,选择题,自编变式题,2026,110
TCP 拥塞控制慢开始阶段窗口增长通常是?（变式 2，计算机网络-传输层）,A.线性减少|B.保持不变|C.随机变化|D.指数增长,D,慢开始阶段每轮 RTT 拥塞窗口近似加倍，呈指数增长。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-tcp,中等,选择题,自编变式题,2026,120
TCP 建立连接使用?（变式 3，计算机网络-传输层）,A.ARP 请求|B.DNS 迭代|C.三次握手|D.两次挥手,C,TCP 通过 SYN、SYN+ACK、ACK 三次报文交换建立可靠连接。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-tcp,中等,选择题,自编变式题,2026,80
TCP 可靠传输主要依靠?（变式 3，计算机网络-传输层）,A.文件索引|B.序号、确认和重传|C.域名缓存|D.广播转发,B,TCP 通过序号、确认、超时重传等机制保证可靠字节流。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-tcp,中等,选择题,自编变式题,2026,90
UDP 的特点是?（变式 3，计算机网络-传输层）,A.无连接、尽最大努力交付|B.可靠有序字节流|C.必须三次握手|D.提供拥塞窗口,A,UDP 不建立连接，不保证可靠到达，开销较小。 本题为同考点变式，重点检查是否能迁移规则而不是只记答案。,net-tcp,中等,选择题,自编变式题,2026,100
